ID,Transaction Time,Transaction Type,Channel,Is 3DS,Is Token,Decision,Decline Reason Code,Issuer Name,Issuer Country,Issuer Region,Funding source,Acquirer Name,Acquirer Country,Acquirer Region,Jurisdiction,Is Dispute,Is Fraud,Dispute Type,Amount,Industry Segment
T85176088055459,2024-01-12T18:53:45.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,687.4426206,Clothing stores
T84413242489034,2024-03-18T23:22:02.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,BOURSORAMA BANQUE ,FRANCE,EUROPE,Domstic,0,0,No Dispute,273.6164597,Contracted services
T30632156570238,2024-06-21T10:38:53.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,42.47340941,Business services
T69130362380880,2024-01-10T05:48:19.000Z,ECI-7,CNP,No,No,Declined,Suspected Fraud,BANCO SANTANDER S.A. ,BRAZIL,LAC,Credit ,PORTOSEG S.A. CREDITO FINANCIAMENTO E INVESTIMENTO ,BRAZIL,LAC,Domestic,0,0,No Dispute,232.0678148,Clothing stores
T49054546340356,2024-05-09T19:51:15.000Z,Contactless,CP,No,Yes,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Debit ,BANCO BBVA ARGENTINA S.A ,ARGENTINA,LAC,Domestic,0,0,No Dispute,18.59887959,Contracted services
T33368862949823,2024-01-28T19:57:22.000Z,ECI-6,CNP,Yes,No,Approved,Approved,BANCO DEL ESTADO DE CHILE ,CHILE,LAC,Credit ,BANK OF NEW ZEALAND,NEW ZEALAND,APAC,Cross Border,0,0,No Dispute,570.6736284,Retail outlet services
T31682162429911,2024-02-09T03:38:29.000Z,ECI-7,CNP,No,No,Approved,Approved,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Credit ,INTERBANK - BANCO INTERNACIONAL DEL PERU ,PERU,LAC,Cross Border,0,0,No Dispute,59.49894456,Retail outlet services
T48404853076092,2024-03-08T18:00:09.000Z,Chip,CP,No,No,Approved,Approved,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Credit ,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Domstic,0,0,No Dispute,66.7741869,Contracted services
T59754123623329,2024-03-01T10:25:04.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,43.84004446,Business services
T92259432989051,2024-05-21T23:03:34.000Z,Chip,CP,No,No,Declined,Not Sufficient Fund,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,598.2979364,Utility services
T40689667262142,2024-06-14T15:24:12.000Z,ECI-7,CNP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Debit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,147.4964168,Contracted services
T56451240031478,2024-06-07T00:36:29.000Z,Recurring,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,528.5036381,Clothing stores
T87793446981798,2024-04-05T09:34:39.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Domstic,0,0,No Dispute,416.3203477,Contracted services
T43743024174797,2024-05-12T21:59:45.000Z,ECI-7,CNP,No,No,Declined,Others,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,60.70642931,Utility services
T97692946963186,2024-04-23T16:03:34.000Z,Chip,CP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,91.76084573,Contracted services
T12957524022311,2024-05-22T12:25:12.000Z,ECI-7,CNP,No,No,Approved,Approved,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Credit ,THE BANK OF NOVA SCOTIA,CANADA,CANADA,Cross Border,0,0,No Dispute,149.180127,Clothing stores
T31554202263186,2024-06-26T02:21:16.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,127.8572482,Utility services
T79893637494988,2024-06-08T21:55:54.000Z,Chip,CP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,205.7345376,Contracted services
T40832701191986,2024-06-08T00:51:30.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,319.7829161,Contracted services
T26472219097536,2024-05-12T10:23:51.000Z,ECI-7,CNP,No,No,Approved,Approved,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Debit ,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,166.1563349,Contracted services
T61190352556802,2024-05-30T14:59:37.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,13.98831773,Agricultural services
T78253838378157,2024-05-18T14:22:59.000Z,Chip,CP,No,No,Approved,Approved,THE TORONTO-DOMINION BANK ,CANADA,CANADA,Debit ,MANULIFE BANK OF CANADA ,CANADA,CANADA,Domstic,0,0,No Dispute,162.1032002,Contracted services
T81736705539643,2024-05-04T15:51:04.000Z,Chip,CP,No,No,Approved,Approved,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,AUSTRALIA,APAC,Debit ,ICICI Bank Ltd,INDIA,APAC,Domstic,0,0,No Dispute,85.45400271,Contracted services
T88488330929146,2024-05-25T16:37:07.000Z,Chip,CP,No,No,Approved,Approved,BANCO MACRO S.A. ,ARGENTINA,LAC,Debit ,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Domstic,0,0,No Dispute,371.0106602,Utility services
T774593576146,2024-06-19T04:01:11.000Z,ECI-7,CNP,No,No,Declined,Suspected Fraud,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,176.4489234,Retail outlet services
T27044334927238,2024-05-26T13:28:51.000Z,Chip,CP,No,No,Approved,Approved,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Credit ,AXIS BANK LIMITED,INDIA,APAC,Domstic,0,0,No Dispute,171.4029387,Clothing stores
T26246033875260,2024-04-26T21:33:34.000Z,Recurring,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,4.319674483,Contracted services
T47971596770753,2024-03-08T21:15:57.000Z,ECI-7,CNP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Debit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,99.56408432,Clothing stores
T16299119972888,2024-04-16T14:57:42.000Z,Other CNP,CNP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Credit ,ING BANK N.V. ,NETHERLANDS,EUROPE,Domstic,0,0,No Dispute,204.1614641,Clothing stores
T8113937262069,2024-06-25T16:15:04.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,232.4407208,Clothing stores
T85055314849245,2024-05-27T22:42:55.000Z,Chip,CP,No,No,Declined,Not Sufficient Fund,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Credit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,257.2690815,Clothing stores
T57369590467175,2024-02-26T06:13:20.000Z,Contactless,CP,No,Yes,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Cross Border,0,0,No Dispute,40.60875171,Business services
T6174629242646,2024-02-13T22:41:13.000Z,Chip,CP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Credit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,130.1828315,Contracted services
T64646116067297,2024-01-10T06:53:05.000Z,Recurring,CNP,No,No,Approved,Approved,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Debit ,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Domestic,0,0,No Dispute,291.2030389,Contracted services
T73094294337492,2024-05-04T02:20:11.000Z,Chip,CP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Debit ,DIGITAL COMMERCE BANK ,CANADA,CANADA,Cross Border,0,0,No Dispute,247.2940176,Retail outlet services
T12865748420089,2024-02-15T17:57:04.000Z,Recurring,CNP,No,No,Declined,Do not honor,SUMITOMO MITSUI CARD COMPANY LIMITED ,JAPAN,APAC,Debit ,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"HONG KONG, CHINA",APAC,Domestic,0,0,No Dispute,12.63414542,Utility services
T94132032410032,2024-04-22T13:34:51.000Z,ECI-7,CNP,No,No,Approved,Approved,BOURSORAMA BANQUE ,FRANCE,EUROPE,Debit ,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,295.631905,Utility services
T76816611062007,2024-06-01T03:08:58.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,32.24354056,Agricultural services
T78733696815816,2024-01-16T17:25:45.000Z,Recurring,CNP,No,No,Approved,Approved,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Debit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domstic,1,0,Non-Fraud Dispute,194.8801493,Utility services
T77886492667444,2024-04-28T06:09:32.000Z,ECI-5,CNP,Yes,No,Declined,Not Sufficient Fund,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,226.9924218,Utility services
T34924808822080,2024-06-04T01:02:16.000Z,ECI-7,CNP,No,No,Approved,Approved,"EPOS CARD COMPANY, LIMITED ",JAPAN,APAC,Debit ,HDFC BANK LIMITED ,INDIA,APAC,Domstic,0,0,No Dispute,114.9782616,Contracted services
T65545551663742,2024-03-31T21:31:04.000Z,Recurring,CNP,No,No,Approved,Approved,BANCO DE LA PROVINCIA DE BUENOS AIRES ,ARGENTINA,LAC,Credit ,BANCO SANTANDER-CHILE ,CHILE,LAC,Domestic,0,0,No Dispute,342.1627149,Contracted services
T60621460743596,2024-04-10T02:27:53.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,89.77367773,Business services
T74536578256948,2024-05-01T22:58:56.000Z,Chip,CP,No,No,Declined,Suspected Fraud,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,150.8008643,Contracted services
T3591794056605,2024-05-11T04:01:45.000Z,ECI-7,CNP,No,No,Approved,Approved,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domestic,1,0,Non-Fraud Dispute,236.4831613,Retail outlet services
T6183557471083,2024-02-17T20:51:15.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,316.3956343,Government services
T28083481491366,2024-03-28T05:10:15.000Z,Chip,CP,No,No,Approved,Approved,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Debit ,CREDIT SAISON CO. LTD,JAPAN,APAC,Domstic,0,0,No Dispute,511.1818064,Business services
T33601699269716,2024-06-17T04:49:39.000Z,Magstripe,CP,No,No,Approved,Approved,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Credit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Cross Border,1,0,Non-Fraud Dispute,425.3679612,Agricultural services
T43838347910698,2024-06-29T05:35:27.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,MALAYAN BANKING BERHAD,MALAYSIA,APAC,Cross Border,0,0,No Dispute,280.8835996,Contracted services
T56365266076772,2024-06-23T19:03:31.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,113.9579507,Contracted services
T94239046407907,2024-04-25T14:21:21.000Z,ECI-7,CNP,No,No,Approved,Approved,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Prepaid,ING BANK N.V. ,NETHERLANDS,EUROPE,Domestic,0,0,No Dispute,12.15610673,Business services
T78438405337056,2024-02-07T04:43:55.000Z,Contactless,CP,No,Yes,Approved,Approved,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Credit ,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,126.9135579,Utility services
T2947908756632,2024-05-01T10:32:49.000Z,Chip,CP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Prepaid,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,222.2004881,Business services
T92750738797465,2024-05-31T02:00:27.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Cross Border,0,0,No Dispute,326.3771688,Contracted services
T7277654135920,2024-01-05T10:05:30.000Z,ECI-7,CNP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Credit ,ING BANK N.V. ,NETHERLANDS,EUROPE,Domstic,0,0,No Dispute,203.9809771,Contracted services
T49667615889757,2024-02-26T19:56:24.000Z,ECI-7,CNP,No,No,Approved,Approved,BPCE,FRANCE,EUROPE,Debit ,OP COOPERATIVE ,FINLAND,EUROPE,Domstic,0,0,No Dispute,118.9334709,Retail outlet services
T5877180194821,2024-06-21T06:21:10.000Z,Chip,CP,No,No,Declined,Do not honor,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,376.6719541,Clothing stores
T28151855802044,2024-04-26T05:23:03.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,61.98030121,Clothing stores
T19515424466903,2024-05-12T17:12:08.000Z,Chip,CP,No,No,Approved,Approved,BANCO BBVA ARGENTINA S.A ,ARGENTINA,LAC,Credit ,DIGITAL COMMERCE BANK ,CANADA,CANADA,Cross Border,0,0,No Dispute,310.3740892,Government services
T65337610814656,2024-04-02T10:18:29.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,267.5966552,Business services
T8492834322390,2024-02-04T09:08:02.000Z,Chip,CP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A. ,ARGENTINA,LAC,Domestic,0,0,No Dispute,50.09200001,Clothing stores
T41042011996806,2024-03-22T06:09:07.000Z,ECI-7,CNP,No,No,Approved,Approved,Emirates NBD Bank,UNITED ARAB EMIRATES,CEMEA,Credit ,STC BANK,SAUDI ARABIA,CEMEA,Domestic,0,0,No Dispute,127.4296828,Utility services
T71365559800949,2024-04-19T03:12:28.000Z,ECI-7,CNP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,123.4218102,Contracted services
T5313594494371,2024-01-05T12:15:28.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,387.967481,Professional services
T44654094128476,2024-03-03T18:49:04.000Z,Other CNP,CNP,No,No,Approved,Approved,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,1012.677089,Retail outlet services
T60693089071816,2024-04-21T00:53:52.000Z,Recurring,CNP,No,No,Approved,Approved,SBI CARDS AND PAYMENT SERVICES LIMITED ,INDIA,APAC,Prepaid,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Domestic,0,0,No Dispute,129.0483767,Retail outlet services
T58593741222484,2024-04-17T07:21:27.000Z,Chip,CP,No,No,Declined,Not Sufficient Fund,THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND ,SWEDEN,EUROPE,Debit ,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,21.54648736,Utility services
T37564321477965,2024-02-22T07:34:17.000Z,ECI-7,CNP,No,No,Approved,Approved,ITAU UNIBANCO HOLDING S.A ,BRAZIL,LAC,Debit ,ABU DHABI COMMERCIAL BANK,UNITED ARAB EMIRATES,CEMEA,Cross Border,0,0,No Dispute,279.723428,Business services
T8253087668118,2024-05-14T01:16:07.000Z,Chip,CP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Prepaid,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,380.3761555,Contracted services
T22267443207366,2024-02-03T21:24:32.000Z,ECI-7,CNP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Prepaid,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,492.4505434,Clothing stores
T87819619521121,2024-06-29T00:53:05.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,17.07417779,Business services
T17779664484886,2024-02-29T20:12:42.000Z,Contactless,CP,No,Yes,Declined,Suspected Fraud,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,109.2432689,Agricultural services
T28588850605119,2024-05-04T09:34:45.000Z,ECI-7,CNP,No,No,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Debit ,BANCO DE LA PROVINCIA DE BUENOS AIRES ,ARGENTINA,LAC,Domestic,0,0,No Dispute,196.6259759,Contracted services
T78754941059691,2024-01-29T17:55:11.000Z,Contactless,CP,No,Yes,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,606.7852054,Business services
T19634012555403,2024-04-03T20:24:33.000Z,ECI-7,CNP,No,No,Approved,Approved,BPCE,FRANCE,EUROPE,Debit ,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Domstic,0,0,No Dispute,252.1271256,Business services
T22094626038077,2024-03-03T15:31:03.000Z,ECI-6,CNP,Yes,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,1.430614494,Contracted services
T20990365452324,2024-04-30T11:19:59.000Z,ECI-7,CNP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Credit ,BBVA MEXICO S.A. ,MEXICO,LAC,Cross Border,0,0,No Dispute,442.6020381,Retail outlet services
T75113209474788,2024-02-26T12:21:48.000Z,Magstripe,CP,No,No,Approved,Approved,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domstic,1,0,Non-Fraud Dispute,288.1069359,Contracted services
T67578566633645,2024-06-02T06:51:59.000Z,Chip,CP,No,No,Approved,Approved,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Credit ,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Domstic,0,0,No Dispute,239.7749583,Miscellaneous stores
T67622113416537,2024-06-09T21:51:32.000Z,ECI-7,CNP,No,No,Declined,Suspected Fraud,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,1,1,Fraud Dispute,25.50934306,Contracted services
T10220843570088,2024-04-29T12:26:26.000Z,ECI-7,CNP,No,No,Approved,Approved,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Debit ,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Domestic,0,0,No Dispute,220.5347152,Miscellaneous stores
T2794133852711,2024-04-30T06:33:26.000Z,ECI-7,CNP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Credit ,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,198.9650139,Contracted services
T3059895784179,2024-05-01T16:24:12.000Z,ECI-7,CNP,No,No,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Credit ,"BANCO GENERAL, S.A. ",PANAMA,LAC,Domstic,0,0,No Dispute,165.192942,Retail outlet services
T38115085550858,2024-01-06T17:30:12.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,1,Fraud Dispute,239.1591792,Utility services
T54115458854691,2024-05-17T08:03:33.000Z,ECI-7,CNP,No,No,Approved,Approved,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Debit ,TSB BANK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,8.98036616,Contracted services
T13385158096026,2024-04-04T12:49:14.000Z,Recurring,CNP,No,No,Approved,Approved,FIRSTRAND BANK LIMITED,SOUTH AFRICA,CEMEA,Prepaid,HSBC MIDDLE EAST,UNITED ARAB EMIRATES,CEMEA,Domstic,0,0,No Dispute,295.6882993,Business services
T50919523259346,2024-04-17T06:16:32.000Z,Recurring,CNP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Prepaid,THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND ,SWEDEN,EUROPE,Domstic,0,0,No Dispute,430.0146491,Contracted services
T17684432299727,2024-02-09T02:58:13.000Z,Chip,CP,No,No,Approved,Approved,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Debit ,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Domstic,0,0,No Dispute,403.1526895,Clothing stores
T1380394359443,2024-05-28T06:52:27.000Z,ECI-7,CNP,No,No,Approved,Approved,CANADIAN IMPERIAL BANK OF COMMERCE,CANADA,CANADA,Debit ,DIGITAL COMMERCE BANK ,CANADA,CANADA,Domstic,0,0,No Dispute,83.83967081,Clothing stores
T17513641183393,2024-05-16T08:00:01.000Z,Recurring,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,204.8524715,Business services
T5897484897168,2024-05-19T15:30:42.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,442.8151326,Contracted services
T53139449499974,2024-01-29T23:06:19.000Z,ECI-5,CNP,Yes,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,43.59841035,Clothing stores
