InvoiceID,InvoiceDate,BusinessUnit,Region,Vendor,VendorPerformanceScore,ContractType,PaymentTermsDays,Quantity,UnitCost,BudgetAmount,ActualInvoiceAmount,VarianceAmount,DaysLate,InvoiceStatus
INV01567,2024-11-08,BU_R&D,North America,Vendor_12,68.0,Fixed Price,30,50,28.75,1475.3,1575.59,100.28,0,Paid
INV01568,2025-03-10,BU_Fabrication,APAC,Vendor_42,77.6,Fixed Price,15,41,8.3,341.65,354.79,13.14,0,Paid
INV01569,2024-08-19,BU_IT,North America,Vendor_05,71.5,Fixed Price,30,45,48.84,2257.37,2311.04,53.67,0,Paid
INV01570,2025-07-25,BU_Sales,EMEA,Vendor_07,98.7,Fixed Price,60,46,11.83,553.12,584.52,31.4,0,Paid
INV01571,2025-04-11,BU_Logistics,North America,Vendor_14,46.3,Fixed Price,30,51,65.74,3374.9,3563.67,188.77,0,Paid
INV01572,2024-08-02,BU_Fabrication,North America,Vendor_45,52.8,Time & Materials,45,48,63.42,3056.79,3377.0,320.21,0,Paid
INV01573,2025-07-19,BU_Logistics,North America,Vendor_44,70.5,Fixed Price,15,61,38.93,2443.5,2465.85,22.34,0,Paid
INV01574,2024-10-12,BU_Fabrication,APAC,Vendor_28,80.6,Fixed Price,15,61,33.48,2063.13,2099.87,36.75,0,Paid
INV01575,2024-09-09,BU_Logistics,APAC,Vendor_01,82.5,Fixed Price,90,57,42.85,2496.6,2704.73,208.13,0,Paid
INV01576,2025-04-08,BU_Logistics,EMEA,Vendor_03,84.7,Time & Materials,30,43,18.86,821.36,812.25,-9.11,0,Paid
INV01577,2024-11-25,BU_IT,EMEA,Vendor_49,80.2,Fixed Price,15,55,55.68,3137.74,3260.96,123.22,0,Paid
INV01578,2025-01-19,BU_Sales,EMEA,Vendor_23,76.0,Time & Materials,30,45,58.94,2677.46,2718.06,40.6,0,Paid
INV01579,2025-02-03,BU_Sales,North America,Vendor_23,76.0,Fixed Price,30,50,31.8,1593.83,1615.28,21.45,0,Paid
INV01580,2025-07-06,BU_IT,EMEA,Vendor_18,79.7,Time & Materials,45,43,11.71,514.48,537.66,23.18,7,Pending
INV01581,2025-02-27,BU_Logistics,APAC,Vendor_10,83.1,Fixed Price,15,52,59.67,3107.74,3140.24,32.5,0,Paid
INV01582,2025-07-23,BU_Sales,EMEA,Vendor_48,90.9,Fixed Price,60,42,39.67,1705.64,1798.02,92.38,0,Paid
INV01583,2024-09-25,BU_R&D,LATAM,Vendor_44,70.5,Fixed Price,60,46,11.31,538.97,548.92,9.95,0,Paid
INV01584,2025-04-27,BU_Logistics,North America,Vendor_44,70.5,Fixed Price,30,50,27.17,1399.17,1411.42,12.25,0,Paid
INV01585,2024-12-20,BU_R&D,North America,Vendor_38,45.6,Fixed Price,30,47,60.37,2832.98,3081.03,248.05,0,Paid
INV01586,2025-03-10,BU_Sales,APAC,Vendor_23,76.0,Fixed Price,90,60,30.87,1939.24,2120.23,180.99,0,Paid
INV01587,2025-07-17,BU_Logistics,EMEA,Vendor_10,83.1,Fixed Price,30,45,31.94,1445.96,1446.9,0.93,0,Paid
INV01588,2024-10-23,BU_R&D,EMEA,Vendor_05,71.5,Time & Materials,15,37,42.21,1526.73,1610.58,83.85,5,Pending
INV01589,2024-12-23,BU_IT,North America,Vendor_32,100.0,Fixed Price,30,51,52.47,2623.45,2624.82,1.37,0,Paid
INV01590,2024-08-01,BU_Fabrication,North America,Vendor_23,76.0,Time & Materials,45,43,19.25,831.76,873.35,41.59,0,Paid
INV01591,2025-05-15,BU_Logistics,LATAM,Vendor_46,64.2,Fixed Price,90,43,20.23,861.68,916.98,55.3,3,Pending
INV01592,2025-05-27,BU_Fabrication,North America,Vendor_03,84.7,Fixed Price,30,44,33.04,1471.64,1471.44,-0.2,0,Paid
INV01593,2025-06-23,BU_Sales,EMEA,Vendor_07,98.7,Time & Materials,60,42,47.49,1976.3,2172.82,196.52,0,Paid
INV01594,2024-10-28,BU_IT,EMEA,Vendor_21,97.0,Time & Materials,15,47,36.25,1721.6,1783.65,62.05,0,Paid
INV01595,2024-12-07,BU_Logistics,EMEA,Vendor_13,78.6,Fixed Price,15,49,4.83,240.64,242.2,1.57,0,Paid
INV01596,2025-06-18,BU_Sales,EMEA,Vendor_25,66.8,Time & Materials,60,50,38.35,2003.8,2334.49,330.69,10,Pending
INV01597,2025-04-27,BU_Sales,APAC,Vendor_33,74.8,Time & Materials,45,56,35.87,2125.22,2361.57,236.35,0,Paid
INV01598,2025-03-07,BU_Sales,EMEA,Vendor_27,57.7,Fixed Price,60,49,13.55,667.28,751.46,84.18,8,Pending
INV01599,2025-03-04,BU_Fabrication,APAC,Vendor_40,78.0,Time & Materials,45,52,55.29,2905.04,3110.93,205.89,0,Paid
INV01600,2025-02-08,BU_Logistics,APAC,Vendor_37,78.1,Time & Materials,15,58,42.31,2500.97,2748.78,247.81,0,Paid
INV01601,2024-10-04,BU_Sales,APAC,Vendor_30,70.6,Time & Materials,60,43,11.72,516.37,573.59,57.22,0,Paid
INV01602,2024-08-28,BU_Fabrication,North America,Vendor_42,77.6,Fixed Price,30,66,48.14,3021.38,3016.46,-4.92,0,Paid
INV01603,2025-05-17,BU_Sales,APAC,Vendor_04,97.8,Fixed Price,30,41,19.6,815.13,841.67,26.54,0,Paid
INV01604,2024-08-28,BU_Logistics,EMEA,Vendor_36,56.7,Time & Materials,30,44,40.92,1812.42,2013.07,200.65,3,Pending
INV01605,2025-07-12,BU_Logistics,EMEA,Vendor_20,53.8,Time & Materials,60,58,16.26,940.94,1057.07,116.12,0,Paid
INV01606,2025-06-16,BU_Logistics,North America,Vendor_01,82.5,Fixed Price,60,62,17.05,1069.8,1136.85,67.05,0,Paid
INV01607,2024-12-05,BU_Logistics,North America,Vendor_02,72.9,Time & Materials,30,39,46.37,1821.84,1845.0,23.16,2,Pending
INV01608,2024-10-02,BU_R&D,EMEA,Vendor_12,68.0,Time & Materials,60,45,42.7,1998.33,2256.76,258.43,0,Paid
INV01609,2025-06-10,BU_Sales,LATAM,Vendor_40,78.0,Fixed Price,15,44,6.17,276.66,271.84,-4.82,10,Pending
INV01610,2024-10-12,BU_Logistics,North America,Vendor_48,90.9,Time & Materials,30,58,64.43,3738.98,3784.21,45.23,0,Paid
INV01611,2024-12-27,BU_Fabrication,LATAM,Vendor_32,100.0,Fixed Price,30,45,13.53,634.24,623.61,-10.63,0,Paid
INV01612,2024-09-24,BU_Sales,EMEA,Vendor_28,80.6,Fixed Price,30,54,56.4,3157.41,3167.94,10.53,0,Paid
INV01613,2025-02-16,BU_Fabrication,APAC,Vendor_03,84.7,Time & Materials,60,50,11.14,560.44,620.1,59.66,0,Paid
INV01614,2024-08-22,BU_R&D,LATAM,Vendor_30,70.6,Time & Materials,30,58,23.93,1424.9,1433.19,8.29,4,Pending
INV01615,2024-10-21,BU_R&D,EMEA,Vendor_33,74.8,Fixed Price,60,43,68.85,2924.04,3066.74,142.7,0,Paid
INV01616,2025-04-20,BU_Fabrication,North America,Vendor_10,83.1,Fixed Price,45,38,32.45,1232.59,1225.55,-7.04,0,Paid
INV01617,2024-10-11,BU_R&D,APAC,Vendor_43,73.3,Fixed Price,30,49,63.71,3263.32,3354.95,91.63,0,Paid
INV01618,2025-06-27,BU_Sales,EMEA,Vendor_31,66.0,Time & Materials,15,51,16.9,860.98,934.87,73.89,0,Paid
INV01619,2025-04-17,BU_IT,North America,Vendor_45,52.8,Fixed Price,90,55,38.18,2143.69,2367.45,223.76,5,Pending
INV01620,2025-06-13,BU_Sales,North America,Vendor_02,72.9,Time & Materials,15,47,58.6,2859.79,3014.8,155.01,8,Pending
INV01621,2024-09-24,BU_Sales,LATAM,Vendor_31,66.0,Fixed Price,30,37,28.93,1094.84,1095.43,0.58,0,Paid
INV01622,2024-11-30,BU_Fabrication,LATAM,Vendor_12,68.0,Time & Materials,30,54,18.91,1046.68,1153.18,106.51,0,Paid
INV01623,2024-09-02,BU_Fabrication,APAC,Vendor_08,86.5,Fixed Price,45,55,56.55,3161.24,3403.43,242.2,0,Paid
INV01624,2025-02-08,BU_IT,APAC,Vendor_02,72.9,Time & Materials,30,53,64.33,3453.29,3657.34,204.05,0,Paid
INV01625,2025-02-10,BU_Logistics,LATAM,Vendor_37,78.1,Fixed Price,15,58,50.62,3012.12,2987.66,-24.46,0,Paid
INV01626,2025-07-14,BU_R&D,North America,Vendor_48,90.9,Fixed Price,60,59,41.26,2479.57,2653.12,173.55,0,Paid
INV01627,2024-11-07,BU_Fabrication,APAC,Vendor_41,86.1,Time & Materials,15,56,49.42,2865.85,3032.38,166.52,2,Pending
INV01628,2024-10-11,BU_Fabrication,EMEA,Vendor_27,57.7,Fixed Price,60,53,58.43,3085.9,3452.06,366.16,6,Pending
INV01629,2025-07-16,BU_IT,EMEA,Vendor_14,46.3,Fixed Price,30,44,61.89,2735.2,2950.82,215.62,9,Pending
INV01630,2025-06-13,BU_IT,LATAM,Vendor_05,71.5,Fixed Price,45,46,62.9,2867.94,2873.65,5.71,0,Paid
INV01631,2025-05-19,BU_Fabrication,North America,Vendor_34,59.1,Fixed Price,15,52,58.31,3127.34,3210.67,83.33,1,Pending
INV01632,2025-06-04,BU_IT,EMEA,Vendor_15,49.1,Time & Materials,30,41,24.52,1012.54,1096.38,83.84,0,Paid
INV01633,2025-02-16,BU_R&D,North America,Vendor_11,68.0,Time & Materials,15,40,42.07,1678.29,1821.79,143.5,0,Paid
INV01634,2025-04-23,BU_IT,EMEA,Vendor_26,76.7,Time & Materials,30,63,31.53,2019.08,2083.82,64.73,0,Paid
INV01635,2025-05-26,BU_Sales,LATAM,Vendor_17,59.8,Time & Materials,15,39,39.59,1523.08,1671.95,148.87,0,Paid
INV01636,2024-11-11,BU_R&D,LATAM,Vendor_04,97.8,Fixed Price,30,46,22.62,1067.88,1060.64,-7.24,0,Paid
INV01637,2025-07-06,BU_Fabrication,North America,Vendor_05,71.5,Time & Materials,30,46,16.12,771.15,813.89,42.74,0,Paid
INV01638,2024-08-19,BU_R&D,LATAM,Vendor_27,57.7,Fixed Price,45,61,39.01,2390.89,2580.75,189.86,3,Pending
INV01639,2025-05-10,BU_Sales,LATAM,Vendor_18,79.7,Time & Materials,15,43,10.09,433.29,436.09,2.8,0,Paid
INV01640,2024-11-24,BU_R&D,EMEA,Vendor_20,53.8,Time & Materials,60,55,22.76,1275.99,1485.43,209.44,12,Pending
INV01641,2024-08-29,BU_Fabrication,APAC,Vendor_13,78.6,Fixed Price,60,52,29.54,1620.49,1754.83,134.35,0,Paid
INV01642,2024-08-10,BU_IT,EMEA,Vendor_25,66.8,Time & Materials,45,52,52.35,2766.06,2940.9,174.84,0,Paid
INV01643,2025-03-07,BU_IT,North America,Vendor_29,66.0,Fixed Price,45,56,8.84,505.5,522.13,16.63,0,Paid
INV01644,2025-01-28,BU_Logistics,EMEA,Vendor_04,97.8,Fixed Price,15,56,59.86,3463.29,3485.06,21.77,6,Pending
INV01645,2025-02-28,BU_IT,APAC,Vendor_01,82.5,Time & Materials,30,45,14.08,660.79,709.43,48.64,3,Pending
INV01646,2024-08-30,BU_Logistics,EMEA,Vendor_19,61.4,Fixed Price,30,54,41.85,2366.97,2455.13,88.16,0,Paid
INV01647,2024-12-04,BU_R&D,North America,Vendor_26,76.7,Fixed Price,15,56,10.62,617.41,616.5,-0.91,5,Pending
INV01648,2024-12-07,BU_IT,North America,Vendor_46,64.2,Time & Materials,30,55,26.2,1479.62,1667.24,187.61,0,Paid
INV01649,2024-11-21,BU_Sales,APAC,Vendor_24,53.6,Time & Materials,30,50,41.87,2175.8,2453.96,278.16,0,Paid
INV01650,2025-04-27,BU_R&D,EMEA,Vendor_35,87.3,Fixed Price,15,54,30.39,1691.13,1668.57,-22.55,0,Paid
INV01651,2025-07-28,BU_IT,EMEA,Vendor_06,71.5,Fixed Price,15,53,6.74,365.47,340.8,-24.67,0,Paid
INV01652,2024-11-27,BU_R&D,APAC,Vendor_14,46.3,Fixed Price,45,47,15.97,783.59,851.73,68.14,0,Paid
INV01653,2024-08-19,BU_Logistics,APAC,Vendor_42,77.6,Time & Materials,90,60,40.13,2442.34,2721.72,279.38,7,Pending
INV01654,2024-08-18,BU_R&D,North America,Vendor_25,66.8,Fixed Price,90,49,34.54,1752.81,1978.02,225.2,10,Pending
INV01655,2025-06-09,BU_Sales,EMEA,Vendor_25,66.8,Fixed Price,15,46,29.08,1346.97,1479.02,132.05,6,Pending
INV01656,2024-11-03,BU_Sales,EMEA,Vendor_43,73.3,Fixed Price,30,40,19.11,780.95,753.31,-27.63,0,Paid
INV01657,2024-08-14,BU_IT,APAC,Vendor_22,71.6,Time & Materials,60,43,60.14,2696.51,3001.02,304.51,0,Paid
INV01658,2025-05-30,BU_Logistics,APAC,Vendor_22,71.6,Time & Materials,45,40,36.61,1506.02,1624.63,118.61,0,Paid
INV01659,2024-08-30,BU_Fabrication,APAC,Vendor_47,68.1,Time & Materials,30,63,63.6,4066.01,4698.96,632.94,0,Paid
INV01660,2025-05-01,BU_Sales,EMEA,Vendor_47,68.1,Fixed Price,30,56,61.84,3532.23,3607.27,75.04,3,Pending
INV01661,2025-02-12,BU_Sales,APAC,Vendor_16,66.6,Fixed Price,15,44,36.89,1700.02,1879.58,179.55,0,Paid
INV01662,2024-12-19,BU_Fabrication,LATAM,Vendor_50,48.6,Fixed Price,30,55,34.51,1918.68,2041.47,122.8,4,Pending
INV01663,2025-06-12,BU_R&D,EMEA,Vendor_43,73.3,Fixed Price,45,45,55.12,2558.88,2558.9,0.02,0,Paid
INV01664,2024-08-07,BU_Fabrication,EMEA,Vendor_43,73.3,Fixed Price,30,55,44.27,2587.25,2569.84,-17.41,0,Paid
INV01665,2025-03-25,BU_Fabrication,EMEA,Vendor_30,70.6,Fixed Price,30,42,17.65,745.39,769.88,24.49,0,Paid
INV01666,2025-05-12,BU_Logistics,EMEA,Vendor_38,45.6,Time & Materials,30,50,47.1,2457.55,2768.88,311.33,0,Paid
INV01667,2025-01-08,BU_Fabrication,EMEA,Vendor_17,59.8,Time & Materials,30,49,22.73,1112.41,1214.44,102.03,0,Paid
INV01668,2024-10-05,BU_Logistics,APAC,Vendor_10,83.1,Time & Materials,45,50,18.48,937.9,982.37,44.46,0,Paid
INV01669,2025-07-02,BU_Fabrication,North America,Vendor_33,74.8,Time & Materials,30,44,11.07,493.79,501.5,7.71,9,Pending
INV01670,2024-11-25,BU_Fabrication,LATAM,Vendor_17,59.8,Time & Materials,15,55,36.69,2076.92,2301.79,224.87,0,Paid
INV01671,2025-01-28,BU_IT,APAC,Vendor_39,55.1,Fixed Price,15,47,59.37,2885.7,3189.68,303.98,0,Paid
INV01672,2024-09-27,BU_IT,North America,Vendor_14,46.3,Fixed Price,30,54,23.85,1319.63,1379.69,60.06,0,Paid
INV01673,2025-03-01,BU_Fabrication,APAC,Vendor_19,61.4,Fixed Price,30,51,60.13,3120.92,3442.36,321.44,0,Paid
INV01674,2025-01-19,BU_Sales,LATAM,Vendor_24,53.6,Fixed Price,90,29,49.02,1442.21,1639.63,197.42,0,Paid
INV01675,2024-10-22,BU_R&D,North America,Vendor_10,83.1,Time & Materials,15,52,43.75,2259.91,2390.51,130.6,0,Paid
INV01676,2025-01-08,BU_IT,APAC,Vendor_48,90.9,Fixed Price,30,52,13.97,760.29,781.74,21.45,0,Paid
INV01677,2024-11-19,BU_Sales,LATAM,Vendor_03,84.7,Time & Materials,15,55,41.25,2273.86,2431.64,157.78,0,Paid
INV01678,2025-06-29,BU_Fabrication,LATAM,Vendor_15,49.1,Fixed Price,90,48,30.52,1501.38,1658.89,157.51,0,Paid
INV01679,2025-03-03,BU_IT,APAC,Vendor_34,59.1,Time & Materials,45,48,66.25,3228.69,3641.73,413.05,0,Paid
INV01680,2025-04-24,BU_Sales,EMEA,Vendor_13,78.6,Time & Materials,30,48,10.91,543.17,567.69,24.52,0,Paid
INV01681,2024-12-03,BU_R&D,North America,Vendor_21,97.0,Time & Materials,15,45,63.49,2852.22,2947.9,95.68,0,Paid
INV01682,2025-02-26,BU_R&D,North America,Vendor_36,56.7,Fixed Price,60,60,38.53,2319.38,2542.46,223.08,0,Paid
INV01683,2025-06-06,BU_Logistics,EMEA,Vendor_27,57.7,Fixed Price,60,39,6.2,245.84,270.48,24.64,0,Paid
INV01684,2025-05-03,BU_Logistics,APAC,Vendor_27,57.7,Time & Materials,45,59,25.34,1536.29,1753.56,217.27,0,Paid
INV01685,2024-12-25,BU_R&D,EMEA,Vendor_06,71.5,Fixed Price,30,45,52.56,2385.7,2290.61,-95.09,0,Paid
INV01686,2025-04-11,BU_Logistics,LATAM,Vendor_30,70.6,Fixed Price,15,50,58.79,3000.55,2962.01,-38.54,0,Paid
INV01687,2025-05-11,BU_Sales,APAC,Vendor_09,68.0,Time & Materials,60,61,61.58,3845.25,4506.78,661.54,4,Pending
INV01688,2024-10-25,BU_Fabrication,North America,Vendor_34,59.1,Time & Materials,60,68,51.64,3580.59,3976.63,396.04,7,Pending
INV01689,2025-02-22,BU_IT,North America,Vendor_19,61.4,Fixed Price,60,51,12.77,672.15,740.87,68.71,0,Paid
INV01690,2025-05-30,BU_IT,APAC,Vendor_47,68.1,Fixed Price,45,47,19.3,913.84,975.25,61.41,6,Pending
INV01691,2025-03-18,BU_Sales,APAC,Vendor_48,90.9,Time & Materials,30,46,40.77,1929.16,2062.2,133.03,0,Paid
INV01692,2024-10-08,BU_Logistics,APAC,Vendor_38,45.6,Time & Materials,60,59,13.69,816.2,986.36,170.16,7,Pending
INV01693,2024-08-04,BU_IT,APAC,Vendor_44,70.5,Time & Materials,30,42,35.95,1522.56,1672.19,149.63,0,Paid
INV01694,2025-04-18,BU_IT,North America,Vendor_50,48.6,Fixed Price,30,43,11.35,499.94,542.91,42.97,7,Pending
INV01695,2025-05-16,BU_IT,LATAM,Vendor_38,45.6,Fixed Price,60,39,54.75,2199.58,2452.29,252.72,8,Pending
INV01696,2025-02-13,BU_R&D,APAC,Vendor_10,83.1,Fixed Price,60,57,63.01,3574.47,3792.4,217.93,0,Paid
INV01697,2024-11-16,BU_Sales,EMEA,Vendor_37,78.1,Time & Materials,30,61,33.85,2068.27,2096.41,28.14,0,Paid
INV01698,2024-10-24,BU_Fabrication,North America,Vendor_32,100.0,Fixed Price,60,61,18.14,1147.41,1241.59,94.18,0,Paid
INV01699,2024-12-11,BU_IT,APAC,Vendor_15,49.1,Time & Materials,15,44,33.37,1538.42,1786.33,247.91,8,Pending
INV01700,2025-04-18,BU_Logistics,North America,Vendor_03,84.7,Time & Materials,30,52,48.17,2617.85,2691.66,73.81,0,Paid
INV01701,2024-08-04,BU_Sales,LATAM,Vendor_02,72.9,Fixed Price,30,55,17.98,1030.2,1007.16,-23.04,0,Paid
INV01702,2025-03-07,BU_Sales,EMEA,Vendor_30,70.6,Fixed Price,15,52,39.48,2045.3,2110.95,65.65,0,Paid
INV01703,2024-10-01,BU_Sales,LATAM,Vendor_32,100.0,Fixed Price,60,51,11.95,627.29,652.24,24.96,0,Paid
INV01704,2025-07-09,BU_Fabrication,LATAM,Vendor_06,71.5,Time & Materials,30,60,10.59,640.5,663.92,23.43,7,Pending
INV01705,2024-10-20,BU_IT,EMEA,Vendor_30,70.6,Time & Materials,30,58,16.21,951.37,956.16,4.78,0,Paid
INV01706,2025-07-28,BU_R&D,LATAM,Vendor_03,84.7,Fixed Price,60,52,35.49,1822.11,2005.18,183.06,0,Paid
INV01707,2025-01-10,BU_Logistics,LATAM,Vendor_43,73.3,Time & Materials,45,46,31.37,1453.22,1506.48,53.27,0,Paid
INV01708,2025-06-18,BU_Fabrication,North America,Vendor_38,45.6,Fixed Price,60,61,22.49,1376.95,1534.64,157.68,0,Paid
INV01709,2024-12-14,BU_Sales,North America,Vendor_12,68.0,Time & Materials,30,48,61.83,3093.24,3419.18,325.94,5,Pending
INV01710,2024-09-15,BU_IT,LATAM,Vendor_48,90.9,Fixed Price,30,48,42.17,2052.15,2106.55,54.4,0,Paid
INV01711,2025-06-09,BU_Logistics,APAC,Vendor_03,84.7,Fixed Price,30,41,32.76,1373.23,1431.6,58.38,0,Paid
INV01712,2025-05-26,BU_Logistics,APAC,Vendor_31,66.0,Fixed Price,90,52,49.37,2743.32,3175.02,431.71,0,Paid
INV01713,2024-11-27,BU_R&D,APAC,Vendor_32,100.0,Time & Materials,30,56,41.34,2354.06,2491.08,137.02,0,Paid
INV01714,2025-04-04,BU_R&D,North America,Vendor_08,86.5,Time & Materials,60,60,32.07,1982.21,2169.24,187.03,0,Paid
INV01715,2025-03-03,BU_Sales,EMEA,Vendor_43,73.3,Fixed Price,15,46,32.58,1591.63,1615.14,23.51,0,Paid
INV01716,2025-07-05,BU_Fabrication,EMEA,Vendor_26,76.7,Time & Materials,45,52,63.0,3202.5,3254.38,51.88,0,Paid
INV01717,2025-04-08,BU_IT,EMEA,Vendor_16,66.6,Fixed Price,30,54,17.91,1002.31,1054.97,52.66,5,Pending
INV01718,2025-02-26,BU_Fabrication,APAC,Vendor_21,97.0,Fixed Price,30,52,53.02,2806.71,2824.49,17.77,0,Paid
INV01719,2025-03-15,BU_Sales,EMEA,Vendor_04,97.8,Fixed Price,45,51,37.82,1890.73,1812.07,-78.66,0,Paid
INV01720,2024-08-24,BU_R&D,EMEA,Vendor_15,49.1,Fixed Price,15,46,15.15,738.18,783.62,45.44,8,Pending
INV01721,2025-06-17,BU_Fabrication,LATAM,Vendor_40,78.0,Time & Materials,15,57,25.0,1418.4,1473.12,54.72,0,Paid
INV01722,2024-08-11,BU_Sales,North America,Vendor_46,64.2,Fixed Price,30,58,24.8,1467.68,1559.67,91.98,0,Paid
INV01723,2024-09-02,BU_Fabrication,EMEA,Vendor_24,53.6,Fixed Price,90,49,48.59,2457.94,2783.69,325.75,0,Paid
INV01724,2025-02-19,BU_Logistics,North America,Vendor_11,68.0,Time & Materials,30,51,41.23,2124.2,2348.49,224.29,4,Pending
INV01725,2024-12-06,BU_Fabrication,North America,Vendor_02,72.9,Time & Materials,30,55,11.18,622.98,619.17,-3.82,0,Paid
INV01726,2025-04-06,BU_Fabrication,North America,Vendor_20,53.8,Fixed Price,45,56,39.4,2228.3,2385.71,157.41,0,Paid
INV01727,2024-08-18,BU_R&D,APAC,Vendor_25,66.8,Time & Materials,15,53,31.0,1707.29,1937.24,229.95,0,Paid
INV01728,2024-12-17,BU_Fabrication,North America,Vendor_33,74.8,Time & Materials,45,50,54.66,2720.47,2809.42,88.95,0,Paid
INV01729,2024-08-08,BU_IT,APAC,Vendor_10,83.1,Fixed Price,30,42,12.75,536.55,555.78,19.23,0,Paid
INV01730,2025-06-07,BU_R&D,APAC,Vendor_28,80.6,Fixed Price,15,51,13.4,701.31,706.14,4.83,0,Paid
INV01731,2024-11-12,BU_Fabrication,North America,Vendor_42,77.6,Fixed Price,30,56,30.01,1701.36,1747.28,45.92,0,Paid
INV01732,2024-11-22,BU_Sales,APAC,Vendor_31,66.0,Fixed Price,45,51,58.8,3062.7,3419.08,356.38,0,Paid
INV01733,2025-02-12,BU_Fabrication,LATAM,Vendor_47,68.1,Fixed Price,30,51,59.91,3109.14,3231.26,122.12,0,Paid
INV01734,2024-09-25,BU_Sales,North America,Vendor_02,72.9,Fixed Price,30,51,26.23,1379.85,1392.74,12.89,0,Paid
INV01735,2025-05-16,BU_Fabrication,APAC,Vendor_22,71.6,Fixed Price,45,48,35.0,1705.16,1742.79,37.62,4,Pending
INV01736,2025-05-15,BU_Logistics,North America,Vendor_32,100.0,Fixed Price,15,52,52.14,2816.44,2719.36,-97.08,0,Paid
INV01737,2025-03-31,BU_IT,APAC,Vendor_37,78.1,Time & Materials,15,59,32.18,1937.6,2124.5,186.9,0,Paid
INV01738,2025-02-27,BU_R&D,APAC,Vendor_10,83.1,Fixed Price,45,50,29.94,1482.93,1541.2,58.27,0,Paid
INV01739,2024-08-03,BU_R&D,APAC,Vendor_49,80.2,Fixed Price,30,43,37.75,1662.78,1764.99,102.21,0,Paid
INV01740,2025-06-30,BU_Logistics,EMEA,Vendor_46,64.2,Fixed Price,30,46,67.91,3269.61,3423.81,154.2,0,Paid
INV01741,2024-09-11,BU_Fabrication,EMEA,Vendor_05,71.5,Fixed Price,45,50,54.08,2780.63,2787.34,6.71,0,Paid
INV01742,2024-10-02,BU_Logistics,North America,Vendor_08,86.5,Fixed Price,30,45,53.7,2413.77,2437.66,23.89,0,Paid
INV01743,2025-04-26,BU_Sales,North America,Vendor_36,56.7,Fixed Price,15,45,50.04,2302.52,2415.32,112.8,4,Pending
INV01744,2024-12-29,BU_R&D,EMEA,Vendor_40,78.0,Time & Materials,30,50,55.8,2950.45,3045.13,94.68,0,Paid
INV01745,2024-12-27,BU_IT,APAC,Vendor_40,78.0,Time & Materials,30,44,22.58,1017.47,1081.39,63.92,0,Paid
INV01746,2025-03-30,BU_Sales,North America,Vendor_22,71.6,Time & Materials,45,54,29.48,1638.53,1692.68,54.15,0,Paid
INV01747,2024-10-09,BU_Logistics,EMEA,Vendor_31,66.0,Fixed Price,30,53,31.38,1693.36,1828.2,134.83,1,Pending
INV01748,2024-09-04,BU_Fabrication,EMEA,Vendor_13,78.6,Fixed Price,15,54,35.98,1975.1,1930.5,-44.6,0,Paid
INV01749,2024-09-18,BU_Fabrication,APAC,Vendor_39,55.1,Fixed Price,30,48,58.49,2866.33,3148.87,282.54,0,Paid
INV01750,2024-11-24,BU_R&D,APAC,Vendor_13,78.6,Fixed Price,60,56,47.74,2707.71,2868.81,161.1,0,Paid
INV01751,2025-05-27,BU_R&D,EMEA,Vendor_50,48.6,Fixed Price,30,40,10.9,447.75,479.58,31.83,0,Paid
INV01752,2025-07-04,BU_Logistics,North America,Vendor_10,83.1,Fixed Price,30,51,24.22,1255.53,1237.59,-17.95,0,Paid
INV01753,2025-05-16,BU_Fabrication,North America,Vendor_34,59.1,Fixed Price,45,55,28.38,1576.67,1679.75,103.08,5,Pending
INV01754,2025-05-31,BU_IT,North America,Vendor_48,90.9,Time & Materials,45,51,37.66,1932.62,1988.54,55.92,0,Paid
INV01755,2024-10-26,BU_Fabrication,APAC,Vendor_14,46.3,Fixed Price,60,44,62.51,2712.61,3142.48,429.87,2,Pending
INV01756,2024-10-24,BU_Sales,LATAM,Vendor_21,97.0,Fixed Price,90,45,45.96,2167.25,2360.21,192.96,0,Paid
INV01757,2025-03-14,BU_Sales,APAC,Vendor_21,97.0,Fixed Price,45,53,21.68,1222.3,1261.43,39.13,0,Paid
INV01758,2025-02-18,BU_Sales,APAC,Vendor_46,64.2,Fixed Price,30,62,52.73,3272.88,3539.59,266.71,0,Paid
INV01759,2025-04-29,BU_Fabrication,LATAM,Vendor_14,46.3,Time & Materials,60,58,62.38,3810.3,4418.78,608.47,0,Paid
INV01760,2025-07-31,BU_Logistics,LATAM,Vendor_36,56.7,Fixed Price,45,65,48.39,3209.34,3306.88,97.54,5,Pending
INV01761,2024-10-01,BU_IT,LATAM,Vendor_42,77.6,Fixed Price,15,52,34.06,1789.11,1838.66,49.55,0,Paid
INV01762,2025-03-27,BU_R&D,APAC,Vendor_14,46.3,Time & Materials,60,43,52.93,2332.36,2747.42,415.06,0,Paid
INV01763,2024-11-06,BU_Sales,EMEA,Vendor_48,90.9,Time & Materials,15,56,21.8,1246.41,1285.75,39.33,0,Paid
INV01764,2024-11-08,BU_Fabrication,APAC,Vendor_22,71.6,Fixed Price,30,49,22.46,1131.15,1177.33,46.18,0,Paid
INV01765,2024-08-07,BU_IT,North America,Vendor_42,77.6,Fixed Price,30,38,20.47,772.16,775.3,3.14,5,Pending
INV01766,2025-07-23,BU_R&D,North America,Vendor_04,97.8,Time & Materials,60,58,11.46,693.05,750.07,57.02,0,Paid
